Date,Open,High,Low,Close,Adj Close,Volume
2017-06-12,1248.5,1256.449951171875,1235.199951171875,1243.5999755859375,1122.9832763671875,1626506
2017-06-13,1232.5,1240.550048828125,1223.5,1225.7750244140625,1119.26220703125,1175414
2017-06-14,1227.5,1238.0,1227.5,1235.0999755859375,1127.77685546875,1489142
2017-06-15,1234.5,1234.8499755859375,1202.5,1205.5999755859375,1100.8402099609375,2997198
2017-06-16,1207.4749755859375,1217.5,1193.25,1199.8499755859375,1095.5899658203125,2450426
2017-06-19,1208.449951171875,1223.175048828125,1202.574951171875,1215.8499755859375,1110.19970703125,1644742
2017-06-20,1215.5,1224.5,1190.1500244140625,1222.5,1116.271728515625,1670958
2017-06-21,1220.0,1221.074951171875,1198.5999755859375,1203.1500244140625,1098.603271484375,1657818
2017-06-22,1204.5,1215.5,1192.5,1197.425048828125,1093.3758544921875,5775882
2017-06-23,1199.699951171875,1206.9749755859375,1177.0,1180.8499755859375,1078.2406005859375,1424756
2017-06-27,1175.300048828125,1192.3499755859375,1165.800048828125,1171.425048828125,1069.635009765625,1974330
2017-06-28,1174.949951171875,1179.0,1167.5,1175.0250244140625,1072.9219970703125,1789726
2017-06-29,1179.5,1186.0250244140625,1161.550048828125,1166.625,1065.2518310546875,2471826
2017-06-30,1162.199951171875,1188.5,1161.550048828125,1181.175048828125,1078.53759765625,1753848
2017-07-03,1178.699951171875,1191.5250244140625,1171.550048828125,1186.800048828125,1083.6741943359375,1475956
2017-07-04,1186.6500244140625,1190.2249755859375,1175.0250244140625,1183.425048828125,1080.5921630859375,1215134
2017-07-05,1180.4000244140625,1182.5,1172.5,1178.0,1075.638671875,815856
2017-07-06,1179.5,1180.949951171875,1170.050048828125,1173.7750244140625,1071.78076171875,1026788
2017-07-07,1175.0,1178.2249755859375,1162.75,1165.9749755859375,1064.6585693359375,1232090
2017-07-10,1203.0,1222.449951171875,1189.4749755859375,1217.4749755859375,1111.6829833984375,783608
2017-07-11,1213.0,1257.4000244140625,1213.0,1237.9000244140625,1130.333251953125,3537504
2017-07-12,1241.25,1241.6500244140625,1215.050048828125,1219.7249755859375,1113.73779296875,2646450
2017-07-13,1222.5,1236.0,1213.300048828125,1223.199951171875,1116.910888671875,3131960
2017-07-14,1191.5,1212.5,1187.5,1198.7249755859375,1094.5623779296875,4508432
2017-07-17,1198.8499755859375,1211.050048828125,1191.0999755859375,1197.7249755859375,1093.6495361328125,2211822
2017-07-18,1198.074951171875,1221.5,1198.074951171875,1204.175048828125,1099.5389404296875,1908002
2017-07-19,1207.75,1230.0,1207.550048828125,1224.800048828125,1118.3717041015625,3915576
2017-07-20,1224.625,1228.449951171875,1215.25,1222.3499755859375,1116.134521484375,1182504
2017-07-21,1217.449951171875,1250.0,1217.2750244140625,1245.5999755859375,1137.364501953125,2148416
2017-07-24,1241.0,1270.0,1241.0,1265.3499755859375,1158.654052734375,2271402
2017-07-25,1262.875,1290.0,1259.199951171875,1285.75,1177.3336181640625,2678832
2017-07-26,1280.0,1287.5,1273.5,1278.0,1170.2374267578125,1459826
2017-07-27,1271.0999755859375,1292.4000244140625,1233.25,1240.8499755859375,1136.219970703125,4255304
2017-07-28,1240.5,1246.5250244140625,1221.0,1242.1500244140625,1137.410400390625,1382752
2017-07-31,1235.5,1259.5,1231.5,1245.9000244140625,1140.843994140625,2019662
2017-08-01,1250.0,1260.375,1245.5,1250.824951171875,1145.353515625,1747460
2017-08-02,1250.0,1254.0,1231.0,1236.9000244140625,1132.60302734375,1251024
2017-08-03,1240.0,1251.0,1233.2249755859375,1244.7249755859375,1139.7681884765625,1882548
2017-08-04,1245.4000244140625,1264.1500244140625,1244.0,1261.4000244140625,1155.0369873046875,1387890
2017-08-07,1258.25,1260.0,1240.5999755859375,1251.7249755859375,1146.1776123046875,1885520
2017-08-08,1256.0,1264.300048828125,1248.1500244140625,1251.5250244140625,1145.99462890625,1073958
2017-08-09,1250.0,1261.425048828125,1246.6500244140625,1256.0,1150.0924072265625,992946
2017-08-10,1254.5,1260.300048828125,1243.175048828125,1255.7249755859375,1149.8404541015625,1526172
2017-08-11,1249.949951171875,1267.5,1241.5,1248.0250244140625,1142.789794921875,1394736
2017-08-14,1251.5,1254.949951171875,1231.5,1234.699951171875,1130.5882568359375,786504
2017-08-16,1242.0,1271.9000244140625,1232.5999755859375,1246.175048828125,1141.095947265625,1373340
2017-08-17,1250.3499755859375,1252.5,1231.050048828125,1242.824951171875,1138.028076171875,1752374
2017-08-18,1237.0,1274.949951171875,1235.699951171875,1256.9000244140625,1150.916259765625,2837356
2017-08-21,1252.75,1274.5,1247.1500244140625,1264.4000244140625,1157.7840576171875,2304834
2017-08-22,1261.5,1269.75,1246.0,1248.7750244140625,1143.4766845703125,1131326
2017-08-23,1252.5,1258.4000244140625,1236.574951171875,1244.7249755859375,1139.7681884765625,1562272
2017-08-24,1248.8499755859375,1258.9749755859375,1243.074951171875,1248.300048828125,1143.041748046875,1623908
2017-08-28,1252.300048828125,1252.699951171875,1230.5,1243.6500244140625,1138.7838134765625,2036796
2017-08-29,1241.0,1248.0,1231.9749755859375,1235.425048828125,1131.2520751953125,1312602
2017-08-30,1240.5,1245.0,1230.050048828125,1242.2750244140625,1137.5245361328125,970782
2017-08-31,1242.5,1252.199951171875,1233.324951171875,1248.175048828125,1142.92724609375,1784664
2017-09-01,1240.0,1249.0250244140625,1218.2750244140625,1228.2249755859375,1124.659423828125,1702330
2017-09-04,1226.550048828125,1230.5,1219.0,1228.0999755859375,1124.544921875,1062544
2017-09-05,1230.0,1245.0,1218.5250244140625,1242.175048828125,1137.432861328125,1165994
2017-09-06,1234.074951171875,1237.425048828125,1225.0,1226.5999755859375,1123.1712646484375,1228764
2017-09-07,1229.0,1234.199951171875,1225.5250244140625,1230.050048828125,1126.3304443359375,870636
2017-09-08,1226.875,1237.0,1226.2750244140625,1235.300048828125,1131.1380615234375,1021134
2017-09-11,1235.5999755859375,1241.4749755859375,1225.0,1227.2249755859375,1123.7435302734375,732764
2017-09-12,1236.949951171875,1248.5,1228.5,1244.2249755859375,1139.3101806640625,1396460
2017-09-13,1250.0,1265.824951171875,1237.5999755859375,1244.5999755859375,1139.653564453125,1278980
2017-09-14,1241.0,1248.800048828125,1235.949951171875,1243.4749755859375,1138.623291015625,1081510
2017-09-15,1249.5,1258.5,1242.5,1253.0250244140625,1147.3681640625,2944072
2017-09-18,1252.4749755859375,1259.4749755859375,1244.625,1249.5250244140625,1144.1632080078125,726600
2017-09-19,1252.5,1252.5,1245.75,1249.125,1143.7969970703125,782754
2017-09-20,1257.0,1257.0,1237.1500244140625,1246.7750244140625,1141.6453857421875,1334642
2017-09-21,1245.5250244140625,1270.5,1240.0,1262.449951171875,1155.99853515625,2438740
2017-09-22,1259.949951171875,1263.449951171875,1246.0,1251.800048828125,1146.2464599609375,2435396
2017-09-25,1248.2750244140625,1267.0,1246.375,1255.375,1149.5198974609375,1599558
2017-09-26,1255.0,1263.199951171875,1233.0,1237.324951171875,1132.991943359375,1449230
2017-09-27,1245.0,1256.0999755859375,1236.875,1247.5,1142.308837890625,2010356
2017-09-28,1247.3499755859375,1257.0,1226.0,1238.2249755859375,1133.816162109375,4332866
2017-09-29,1239.5,1242.0,1210.75,1217.9749755859375,1115.2735595703125,1985014
2017-10-03,1220.0,1227.1500244140625,1213.5250244140625,1224.2249755859375,1120.99658203125,1923006
2017-10-04,1224.800048828125,1227.0,1212.5,1221.1500244140625,1118.18115234375,1300778
2017-10-05,1220.5,1221.7249755859375,1212.199951171875,1214.800048828125,1112.3663330078125,1684686
2017-10-06,1215.0,1227.5,1214.0250244140625,1223.324951171875,1120.1727294921875,1389188
2017-10-09,1220.5250244140625,1233.9749755859375,1220.5250244140625,1227.050048828125,1123.5836181640625,1773616
2017-10-10,1227.5,1234.9749755859375,1225.625,1229.625,1125.94140625,1222010
2017-10-11,1230.0,1257.2249755859375,1228.375,1250.175048828125,1144.75830078125,1527746
2017-10-12,1256.5,1277.5,1253.5,1274.0999755859375,1166.6663818359375,5006356
2017-10-13,1274.0999755859375,1304.4749755859375,1261.5,1279.300048828125,1171.4278564453125,4066320
