Date,Open,High,Low,Close,Adj Close,Volume
2017-06-12,471.67498779296875,482.6000061035156,470.04998779296875,481.92498779296875,423.4468078613281,8591676
2017-06-13,476.75,481.4750061035156,475.79998779296875,478.8999938964844,420.78887939453125,4937794
2017-06-14,480.0,480.95001220703125,475.6000061035156,479.29998779296875,421.14031982421875,7438110
2017-06-15,479.82501220703125,483.9750061035156,474.79998779296875,476.04998779296875,418.28472900390625,5528062
2017-06-16,474.54998779296875,476.92498779296875,468.0,470.125,413.0787048339844,10948450
2017-06-19,469.9750061035156,470.125,464.0,464.92498779296875,408.5096435546875,6855860
2017-06-20,467.5,473.45001220703125,467.0249938964844,471.7749938964844,414.5284729003906,5184396
2017-06-21,472.5,474.5,468.0249938964844,471.67498779296875,414.4405517578125,3735864
2017-06-22,473.8500061035156,484.3500061035156,467.54998779296875,470.07501220703125,413.0347595214844,9465242
2017-06-23,472.5,474.57501220703125,469.0,471.625,414.39666748046875,6403018
2017-06-27,472.5,474.0,461.875,463.5249938964844,407.2795715332031,6904660
2017-06-28,466.3999938964844,466.5,460.5,462.3500061035156,406.24713134765625,5905224
2017-06-29,465.1000061035156,473.9750061035156,463.29998779296875,465.1000061035156,408.6634826660156,15914040
2017-06-30,465.3999938964844,469.0,464.5,467.7749938964844,411.0138244628906,4216700
2017-07-03,470.54998779296875,477.5,467.29998779296875,475.95001220703125,418.1968688964844,5088924
2017-07-04,476.92498779296875,485.0,474.70001220703125,481.07501220703125,422.70001220703125,5167726
2017-07-05,479.5,479.5,472.70001220703125,475.45001220703125,417.7575378417969,4226228
2017-07-06,472.5,478.5,472.1000061035156,473.5,416.044189453125,3829720
2017-07-07,471.92498779296875,472.7250061035156,466.5249938964844,467.70001220703125,410.9479675292969,5776886
2017-07-10,471.6000061035156,479.8999938964844,470.0,478.5249938964844,420.45941162109375,1464376
2017-07-11,478.32501220703125,494.75,478.32501220703125,487.67498779296875,428.49908447265625,11539708
2017-07-12,487.4750061035156,490.75,484.375,486.17498779296875,427.1811828613281,6275976
2017-07-13,488.625,491.7250061035156,482.04998779296875,488.5249938964844,429.2460021972656,5170392
2017-07-14,499.7250061035156,503.42498779296875,483.0249938964844,486.0249938964844,427.04931640625,22478180
2017-07-17,487.5,496.0,487.0,492.0249938964844,432.3212585449219,7698250
2017-07-18,493.0249938964844,502.3999938964844,490.54998779296875,492.79998779296875,433.002197265625,8260180
2017-07-19,490.7250061035156,494.32501220703125,484.54998779296875,489.92498779296875,430.47607421875,5890278
2017-07-20,489.6499938964844,489.92498779296875,483.4750061035156,484.7250061035156,425.9070739746094,6809740
2017-07-21,486.5,491.2749938964844,485.70001220703125,490.04998779296875,430.5859375,5980754
2017-07-24,491.75,497.0,491.29998779296875,495.2749938964844,435.1769714355469,6129176
2017-07-25,495.0,499.5,493.1000061035156,496.92498779296875,436.626708984375,7145614
2017-07-26,499.04998779296875,499.5,495.20001220703125,497.0249938964844,436.7145690917969,6870024
2017-07-27,498.0,502.0,483.3999938964844,485.5249938964844,426.6099853515625,12676852
2017-07-28,488.0,501.5,481.1499938964844,498.67498779296875,438.16436767578125,11098428
2017-07-31,495.95001220703125,510.8500061035156,493.375,505.6000061035156,444.2490539550781,19158248
2017-08-01,505.5,508.5,499.17498779296875,502.7749938964844,441.766845703125,7689398
2017-08-02,503.0,506.375,493.6000061035156,496.67498779296875,436.4070129394531,4257584
2017-08-03,495.5,499.375,490.125,492.0,432.2993469238281,4640348
2017-08-04,494.0,494.5,488.0249938964844,491.875,432.1894836425781,5349018
2017-08-07,491.75,491.875,482.8500061035156,484.125,425.37994384765625,6073744
2017-08-08,484.25,485.125,477.5249938964844,481.92498779296875,423.4468078613281,6004648
2017-08-09,483.82501220703125,486.95001220703125,482.2749938964844,484.67498779296875,425.8631591796875,3922410
2017-08-10,484.95001220703125,493.75,484.67498779296875,490.625,431.0910949707031,9140684
2017-08-11,488.0,498.5,484.79998779296875,493.8500061035156,433.9248962402344,6544156
2017-08-14,494.0,494.6000061035156,488.57501220703125,490.7250061035156,431.1790466308594,3816470
2017-08-16,491.0,493.04998779296875,484.5,487.6000061035156,428.4332580566406,6178080
2017-08-17,502.5,514.625,499.0249938964844,510.42498779296875,448.4885559082031,25784260
